Feature,Interest_2425,Compound_Name,Adduct,Precursor_MZ,ExactMass,LibraryQualityString,NPC_Class,NPC_Pathway,ClassyFire_Class
1927869,Yes,NA,NA,NA,NA,NA,Tripeptides,Amino acids and Peptides,Oligopeptides
1932016,Yes,NA,NA,NA,NA,NA,Polyamines,Fatty acids,Amino acids and derivatives
1933857,Yes,NA,NA,NA,NA,NA,Purine nucleos(t)ides,Carbohydrates,Purine nucleosides
1934005,Yes,NA,NA,NA,NA,NA,Glycerophosphoethanolamines,Fatty acids,Amino acids and derivatives
193620,Yes,NA,NA,NA,NA,NA,NA,NA,NA
193671,Yes,NA,NA,NA,NA,NA,Aminoacids,Alkaloids,Thiadiazoles
1936785,Yes,NA,NA,NA,NA,NA,Tripeptides,Amino acids and Peptides,Oligopeptides
1936967,Yes,NA,NA,NA,NA,NA,Polyamines,Amino acids and Peptides,Alpha amino acids and derivatives
1937008,Yes,NA,NA,NA,NA,NA,Polyamines,Alkaloids,Amino acids and derivatives
193711,Yes,NA,NA,NA,NA,NA,NA,NA,NA
1937221,Yes,NA,NA,NA,NA,NA,Polyamines,Fatty acids,Fatty Acyls
193782,Yes,NA,NA,NA,NA,NA,NA,NA,NA
193805,Yes,NA,NA,NA,NA,NA,Aminoacids,Amino acids and Peptides,Aminosulfonyl compounds
1938848,Yes,NA,NA,NA,NA,NA,Oxo fatty acids,Fatty acids,N-acyl-alpha amino acids
19395,Yes,NA,NA,NA,NA,NA,NA,NA,NA
19403,Yes,NA,NA,NA,NA,NA,NA,NA,NA
194041,Yes,NA,NA,NA,NA,NA,NA,NA,NA
1944223,Yes,"""2-((4R)-4-((3R,5R,6S,7S,9S,10R,13R,14S,17R)-3,6,7-trihydroxy-10,13-dimethylhexadecahydro-1H-cyclopenta[a]phenanthren-17-yl)pentanamido)ethane-1-sulfonic acid""",M-2H2O+H,480.278,515.292,Gold,Cholane steroids,Terpenoids,"Hydroxy bile acids, alcohols and derivatives"
1947427,Yes,NA,NA,NA,NA,NA,Microcolins and mirabimids,Amino acids and Peptides,Cyclic depsipeptides
194954,Yes,NA,NA,NA,NA,NA,NA,NA,NA
1953130,Yes,NA,NA,NA,NA,NA,Linear peptides,Amino acids and Peptides,Alpha amino acids and derivatives
1953267,Yes,NA,NA,NA,NA,NA,Linear peptides,Amino acids and Peptides,N-acyl-alpha amino acids and derivatives
1953306,Yes,NA,NA,NA,NA,NA,Piperidine alkaloids,Amino acids and Peptides,Alpha amino acids and derivatives
1953311,Yes,NA,NA,NA,NA,NA,Glycerophosphocholines,Fatty acids,Glycerophosphocholines
195597,Yes,NA,NA,NA,NA,NA,NA,NA,NA
195758,Yes,NA,NA,NA,NA,NA,NA,NA,NA
195783,Yes,NA,NA,NA,NA,NA,NA,NA,NA
195872,Yes,NA,NA,NA,NA,NA,NA,NA,NA
1959232,Yes,NA,NA,NA,NA,NA,Glycerophosphoserines,Fatty acids,1-acyl-glycerol-3-phosphoserines
196027,Yes,NA,NA,NA,NA,NA,NA,NA,NA
1960566,Yes,PG(16:0_0:0) - 2-hydroxy-3-(2-hydroxyacetoxy)propyl palmitate,M+H,485.287,506.262,Bronze,Diacylglycerols,Shikimates and Phenylpropanoids,"1,2-diacylglycerols"
1963103,Yes,NA,NA,NA,NA,NA,Monoacylglycerols,Fatty acids,Dicarboxylic acids and derivatives
196319,Yes,NA,NA,NA,NA,NA,NA,NA,NA
1964672,Yes,NA,NA,NA,NA,NA,Tripeptides,Amino acids and Peptides,Oligopeptides
1964673,Yes,NA,NA,NA,NA,NA,Tripeptides,Amino acids and Peptides,Oligopeptides
19686,Yes,NA,NA,NA,NA,NA,NA,NA,NA
197053,Yes,NA,NA,NA,NA,NA,NA,NA,NA
1971318,Yes,NA,NA,NA,NA,NA,Tripeptides,Amino acids and Peptides,Oligopeptides
1973512,Yes,NA,NA,NA,NA,NA,Pyridine alkaloids,Alkaloids,Aryl thiophosphates
197857,Yes,NA,NA,NA,NA,NA,Imidazole alkaloids,Alkaloids,Heteroaromatic compounds
1981627,Yes,NA,NA,NA,NA,NA,Tripeptides,Amino acids and Peptides,Oligopeptides
1983009,Yes,NA,NA,NA,NA,NA,Open-chain polyketides,Polyketides,Alpha amino acids and derivatives
1983065,Yes,NA,NA,NA,NA,NA,Diacylglycerols,Fatty acids,Lineolic acids and derivatives
1986642,Yes,NA,NA,NA,NA,NA,Simple amide alkaloids,Polyketides,Alpha amino acids and derivatives
1986658,Yes,NA,NA,NA,NA,NA,Open-chain polyketides,Polyketides,Fatty acid esters
1992913,Yes,NA,NA,NA,NA,NA,Abietane diterpenoids,Terpenoids,Diterpenoids
1992943,Yes,NA,NA,NA,NA,NA,Purine alkaloids,Amino acids and Peptides,Alpha amino acids and derivatives
199295,Yes,NA,NA,NA,NA,NA,NA,NA,NA
1993544,Yes,NA,NA,NA,NA,NA,Polyamines,Amino acids and Peptides,Alpha amino acid amides
1994702,Yes,NA,NA,NA,NA,NA,Lipopeptides,Amino acids and Peptides,Alpha amino acid esters
199499,Yes,NA,NA,NA,NA,NA,Pyridine alkaloids,Alkaloids,Heteroaromatic compounds
1995913,Yes,Ser-CA,M+H,496.327,495.32,Silver,Cholane steroids,Terpenoids,Glycinated bile acids and derivatives
199597,Yes,NA,NA,NA,NA,NA,Saxitoxins,Amino acids and Peptides,Azacyclic compounds
19976,Yes,NA,NA,NA,NA,NA,NA,NA,NA
19981,Yes,NA,NA,NA,NA,NA,NA,NA,NA
19987,Yes,NA,NA,NA,NA,NA,NA,NA,NA
20011,Yes,NA,NA,NA,NA,NA,NA,NA,NA
2001923,Yes,NA,NA,NA,NA,NA,Sphingoid bases,Fatty acids,Alpha amino acid amides
2001924,Yes,NA,NA,NA,NA,NA,Cholane steroids,Amino acids and Peptides,"Hydroxy bile acids, alcohols and derivatives"
2002643,Yes,"""2-((4R)-4-((3R,5R,6S,7R,9S,10R,13R,14S,17R)-3,6,7-trihydroxy-10,13-dimethylhexadecahydro-1H-cyclopenta[a]phenanthren-17-yl)pentanamido)ethane-1-sulfonic acid""",M-H2O+H,498.288,515.292,Gold,Cholane steroids,Terpenoids,"Bile acids, alcohols and derivatives"
2004827,Yes,NA,NA,NA,NA,NA,Polyamines,Alkaloids,Dialkylarylamines
2006280,Yes,NA,NA,NA,NA,NA,Anthraquinones and anthrones,Polyketides,Triphenylenes
2014483,Yes,NA,NA,NA,NA,NA,Open-chain polyketides,Amino acids and Peptides,N-acyl-alpha amino acids and derivatives
2014504,Yes,NA,NA,NA,NA,NA,Open-chain polyketides,Amino acids and Peptides,N-acyl-alpha amino acids and derivatives
2014547,Yes,NA,NA,NA,NA,NA,Open-chain polyketides,Polyketides,Amino acids and derivatives
2014625,Yes,NA,NA,NA,NA,NA,Cyclic peptides,Amino acids and Peptides,Amino acids and derivatives
20155,Yes,NA,NA,NA,NA,NA,NA,NA,NA
2018117,Yes,"""2-((4R)-4-((3R,5S,7R,9S,10S,13R,14S,17R)-3,7-dihydroxy-10,13-dimethylhexadecahydro-1H-cyclopenta[a]phenanthren-17-yl)pentanamido)ethane-1-sulfonic acid""",M+H,500.304,499.297,Gold,Pregnane steroids,Terpenoids,Azasteroids and derivatives
2018159,Yes,Spectral Match to Tauroursodeoxycholic acid from NIST14,M+H,500.304,499.297,Bronze,Pregnane steroids,Terpenoids,Androstane steroids
2018168,Yes,"""2-((4R)-4-((3R,5S,7R,9S,10S,13R,14S,17R)-3,7-dihydroxy-10,13-dimethylhexadecahydro-1H-cyclopenta[a]phenanthren-17-yl)pentanamido)ethane-1-sulfonic acid""",M+H,500.304,499.297,Gold,Cholestane steroids,Terpenoids,4-azasteroids and derivatives
2018186,Yes,"""2-((4R)-4-((3R,5S,7R,9S,10S,13R,14S,17R)-3,7-dihydroxy-10,13-dimethylhexadecahydro-1H-cyclopenta[a]phenanthren-17-yl)pentanamido)ethane-1-sulfonic acid""",M+H,500.304,499.297,Gold,Pregnane steroids,Terpenoids,"Bile acids, alcohols and derivatives"
2018187,Yes,Spectral Match to Tauroursodeoxycholic acid from NIST14,M+H,500.304,499.297,Bronze,Cholane steroids,Terpenoids,"Bile acids, alcohols and derivatives"
2018195,Yes,"""2-((4R)-4-((3R,5R,6S,9S,10R,13R,14S,17R)-3,6-dihydroxy-10,13-dimethylhexadecahydro-1H-cyclopenta[a]phenanthren-17-yl)pentanamido)ethane-1-sulfonic acid""",M+H,500.304,499.297,Gold,Cholane steroids,Terpenoids,3-alpha-hydroxysteroids
2018200,Yes,"""2-((R)-4-((3R,5S,7S,8R,9S,10S,13R,14S,17R)-3,7-dihydroxy-10,13-dimethylhexadecahydro-1H-cyclopenta[a]phenanthren-17-yl)pentanamido)ethane-1-sulfonic acid""",M+H,500.304,499.297,Gold,Androstane steroids,Terpenoids,Steroids and steroid derivatives
20189,Yes,NA,NA,NA,NA,NA,Wax monoesters,Fatty acids,Organic phosphonic acids
2026422,Yes,NA,NA,NA,NA,NA,Tripeptides,Amino acids and Peptides,Oligopeptides
2027187,Yes,NA,NA,NA,NA,NA,Tripeptides,Amino acids and Peptides,Oligopeptides
2027205,Yes,NA,NA,NA,NA,NA,Tripeptides,Amino acids and Peptides,Peptides
203710,Yes,NA,NA,NA,NA,NA,Menthane monoterpenoids,Terpenoids,Monoterpenoids
20399,Yes,NA,NA,NA,NA,NA,Aminoacids,Amino acids and Peptides,Organonitrogen compounds
20407,Yes,NA,NA,NA,NA,NA,Pyridine alkaloids,Alkaloids,Pyridazines and derivatives
20412,Yes,NA,NA,NA,NA,NA,NA,NA,NA
2042286,Yes,NA,NA,NA,NA,NA,Tripeptides,Amino acids and Peptides,Oligopeptides
2042318,Yes,NA,NA,NA,NA,NA,Tripeptides,Amino acids and Peptides,Oligopeptides
2042362,Yes,NA,NA,NA,NA,NA,Tripeptides,Amino acids and Peptides,Oligopeptides
20426,Yes,NA,NA,NA,NA,NA,NA,NA,NA
2042825,Yes,Spectral Match to 1-Eicosatrienoyl-sn-glycero-3-phosphoethanolamine from NIST14,M+H,504.306,0,Bronze,Glycerophosphoethanolamines,Fatty acids,Amino acids and derivatives
204420,Yes,NA,NA,NA,NA,NA,Phenylalanine-derived alkaloids,Alkaloids,Anisoles
2045289,Yes,NA,NA,NA,NA,NA,Polyamines,Alkaloids,Alpha amino acids and derivatives
2045571,Yes,NA,NA,NA,NA,NA,Pregnane steroids,Terpenoids,3-oxosteroids
2045880,Yes,NA,NA,NA,NA,NA,Glycerophosphocholines,Fatty acids,Glycerophosphocholines
204769,Yes,NA,NA,NA,NA,NA,NA,NA,NA
20488,Yes,NA,NA,NA,NA,NA,NA,NA,NA
20491,Yes,NA,NA,NA,NA,NA,NA,NA,NA
205162,Yes,NA,NA,NA,NA,NA,Aminoacids,Amino acids and Peptides,Alpha amino acids
20541,Yes,NA,NA,NA,NA,NA,Aminoacids,Alkaloids,Sulfuric acid diamides
205421,Yes,NA,NA,NA,NA,NA,Aminoacids,Amino acids and Peptides,Alpha amino acids
20550,Yes,NA,NA,NA,NA,NA,NA,NA,NA
2057181,Yes,NA,NA,NA,NA,NA,Simple amide alkaloids,Polyketides,N-acyl-alpha amino acids
2060195,Yes,NA,NA,NA,NA,NA,Diacylglycerols,Fatty acids,Fatty acid esters
2060209,Yes,NA,NA,NA,NA,NA,Diacylglycerols,Fatty acids,Diradylglycerols
20609,Yes,NA,NA,NA,NA,NA,NA,NA,NA
20613,Yes,NA,NA,NA,NA,NA,NA,NA,NA
2068125,Yes,NA,NA,NA,NA,NA,Cyclic peptides,Amino acids and Peptides,Peptides
2068126,Yes,NA,NA,NA,NA,NA,Cyclic peptides,Amino acids and Peptides,Oligopeptides
2069326,Yes,NA,NA,NA,NA,NA,N-acyl amines,Amino acids and Peptides,Peptides
20698,Yes,NA,NA,NA,NA,NA,NA,NA,NA
20704,Yes,NA,NA,NA,NA,NA,Aminoacids,Amino acids and Peptides,Organic sulfuric acids and derivatives
2071473,Yes,NA,NA,NA,NA,NA,Monoacylglycerols,Fatty acids,Monoradylglycerols
2071475,Yes,NA,NA,NA,NA,NA,Monoacylglycerols,Fatty acids,Diradylglycerols
2071486,Yes,NA,NA,NA,NA,NA,Monoacylglycerols,Fatty acids,Fatty acid esters
2071490,Yes,NA,NA,NA,NA,NA,Monoacylglycerols,Fatty acids,Monoacylglycerols
2071522,Yes,NA,NA,NA,NA,NA,Monoacylglycerols,Fatty acids,Diradylglycerols
2071553,Yes,NA,NA,NA,NA,NA,N-acyl amines,Fatty acids,N-acyl-alpha amino acids
2072658,Yes,NA,NA,NA,NA,NA,Oleanane triterpenoids,Terpenoids,Triterpenoids
2072701,Yes,NA,NA,NA,NA,NA,Wax monoesters,Fatty acids,Triacylglycerols
20732,Yes,NA,NA,NA,NA,NA,NA,NA,NA
2074964,Yes,NA,NA,NA,NA,NA,Cholestane steroids,Terpenoids,"Bile acids, alcohols and derivatives"
2075144,Yes,NA,NA,NA,NA,NA,Monoacylglycerols,Fatty acids,Monoradylglycerols
2075174,Yes,NA,NA,NA,NA,NA,Triacylglycerols,Fatty acids,"1,2-diacylglycerols"
2075180,Yes,NA,NA,NA,NA,NA,Diacylglycerols,Shikimates and Phenylpropanoids,Benzoic acid esters
2077067,Yes,NA,NA,NA,NA,NA,Diacylglycerols,Fatty acids,"1,2-diacylglycerols"
207972,Yes,NA,NA,NA,NA,NA,NA,NA,NA
207980,Yes,NA,NA,NA,NA,NA,Polyamines,Fatty acids,Dialkylamines
208054,Yes,NA,NA,NA,NA,NA,NA,NA,NA
2091912,Yes,NA,NA,NA,NA,NA,Colensane and Clerodane diterpenoids,Fatty acids,Fatty acid esters
2092228,Yes,NA,NA,NA,NA,NA,Cyclic peptides,Amino acids and Peptides,Depsipeptides
209756,Yes,NA,NA,NA,NA,NA,Aminoacids,Amino acids and Peptides,L-alpha-amino acids
209878,Yes,NA,NA,NA,NA,NA,Aminoacids,Amino acids and Peptides,Alpha amino acids
209879,Yes,NA,NA,NA,NA,NA,Aminoacids,Amino acids and Peptides,Azacyclic compounds
210054,Yes,NA,NA,NA,NA,NA,Hydrocarbons,Fatty acids,Benzene and substituted derivatives
2101929,Yes,NA,NA,NA,NA,NA,Cholane steroids,Terpenoids,Taurinated bile acids and derivatives
2102635,Yes,"""2-((4R)-4-((3R,5R,6S,7R,9S,10R,13R,14S,17R)-3,6,7-trihydroxy-10,13-dimethylhexadecahydro-1H-cyclopenta[a]phenanthren-17-yl)pentanamido)ethane-1-sulfonic acid""",M+H,516.299,515.292,Gold,Cholane steroids,Terpenoids,Taurinated bile acids and derivatives
2104566,Yes,NA,NA,NA,NA,NA,Pyridine alkaloids,Alkaloids,Amino acids and derivatives
2104586,Yes,NA,NA,NA,NA,NA,Tripeptides,Amino acids and Peptides,Oligopeptides
2105906,Yes,NA,NA,NA,NA,NA,N-acyl amines,Amino acids and Peptides,N-acyl-alpha amino acids and derivatives
210961,Yes,NA,NA,NA,NA,NA,Bisabolane sesquiterpenoids,Fatty acids,Benzene and substituted derivatives
211351,Yes,NA,NA,NA,NA,NA,NA,NA,NA
2118028,Yes,NA,NA,NA,NA,NA,Tripeptides,Amino acids and Peptides,Oligopeptides
2118086,Yes,NA,NA,NA,NA,NA,Tripeptides,Amino acids and Peptides,Oligopeptides
2118107,Yes,NA,NA,NA,NA,NA,Tripeptides,Amino acids and Peptides,Peptides
21192,Yes,NA,NA,NA,NA,NA,NA,NA,NA
21206,Yes,NA,NA,NA,NA,NA,NA,NA,NA
2122137,Yes,NA,NA,NA,NA,NA,Tripeptides,Amino acids and Peptides,Oligopeptides
2122157,Yes,NA,NA,NA,NA,NA,Tripeptides,Amino acids and Peptides,Oligopeptides
2124626,Yes,NA,NA,NA,NA,NA,Glycerophosphoserines,Fatty acids,1-acyl-glycerol-3-phosphoserines
2124868,Yes,NA,NA,NA,NA,NA,Glycerophosphoserines,Fatty acids,1-acyl-glycerol-3-phosphoserines
2127390,Yes,Isoleucocholic acid,M+H,522.379,0,Bronze,Cholane steroids,Terpenoids,"Trihydroxy bile acids, alcohols and derivatives"
2127396,Yes,Leucocholic acid,M+H,522.379,0,Bronze,Cholane steroids,Terpenoids,Glycinated bile acids and derivatives
212825,Yes,NA,NA,NA,NA,NA,Dipeptides,Amino acids and Peptides,Carboxylic acids and derivatives
2128956,Yes,NA,NA,NA,NA,NA,Cholane steroids,Terpenoids,"Hydroxy bile acids, alcohols and derivatives"
212912,Yes,NA,NA,NA,NA,NA,Dipeptides,Amino acids and Peptides,Dipeptides
212930,Yes,NA,NA,NA,NA,NA,NA,NA,NA
212937,Yes,NA,NA,NA,NA,NA,Bisabolane sesquiterpenoids,Terpenoids,Phenols
213140,Yes,NA,NA,NA,NA,NA,Catechols with side chains,Terpenoids,Hydroquinones
213335,Yes,NA,NA,NA,NA,NA,NA,NA,NA
2139974,Yes,NA,NA,NA,NA,NA,Glycerophosphoserines,Fatty acids,Glycerophosphoserines
2139996,Yes,NA,NA,NA,NA,NA,Glycerophosphoserines,Fatty acids,1-acyl-glycerol-3-phosphoserines
21409,Yes,NA,NA,NA,NA,NA,NA,NA,NA
2141249,Yes,NA,NA,NA,NA,NA,N-acyl amines,Amino acids and Peptides,N-acyl-alpha amino acids and derivatives
21418,Yes,NA,NA,NA,NA,NA,NA,NA,NA
21421,Yes,NA,NA,NA,NA,NA,NA,NA,NA
2146082,Yes,NA,NA,NA,NA,NA,Macrolide lactones,Polyketides,Macrolides and analogues
2150216,Yes,NA,NA,NA,NA,NA,N-acyl amines,Amino acids and Peptides,N-acyl amines
21558,Yes,NA,NA,NA,NA,NA,NA,NA,NA
2156488,Yes,NA,NA,NA,NA,NA,Purine alkaloids,Alkaloids,Alpha amino acids and derivatives
2156713,Yes,NA,NA,NA,NA,NA,Purine alkaloids,Alkaloids,Alpha amino acid esters
2157169,Yes,NA,NA,NA,NA,NA,Open-chain polyketides,Polyketides,Fatty Acyls
2159307,Yes,NA,NA,NA,NA,NA,Wax monoesters,Fatty acids,Dicarboxylic acids and derivatives
215967,Yes,NA,NA,NA,NA,NA,Purine alkaloids,Alkaloids,Hypoxanthines
215975,Yes,NA,NA,NA,NA,NA,NA,NA,NA
216062,Yes,NA,NA,NA,NA,NA,Purine alkaloids,Alkaloids,Azoles
216166,Yes,NA,NA,NA,NA,NA,Fatty acyl homoserine lactones,Fatty acids,Alpha amino acid esters
216383,Yes,NA,NA,NA,NA,NA,Purine alkaloids,Alkaloids,Phenoxy compounds
2163940,Yes,NA,NA,NA,NA,NA,Polyamines,Amino acids and Peptides,N-acyl-alpha amino acids and derivatives
2164320,Yes,NA,NA,NA,NA,NA,Polyamines,Alkaloids,N-acyl amines
2164335,Yes,NA,NA,NA,NA,NA,Polyamines,Amino acids and Peptides,Alpha amino acid amides
2164361,Yes,NA,NA,NA,NA,NA,Polyamines,Alkaloids,N-acyl amines
2164596,Yes,NA,NA,NA,NA,NA,Polyamines,Fatty acids,Alpha amino acid amides
2164609,Yes,NA,NA,NA,NA,NA,Polyamines,Fatty acids,Amino acids and derivatives
2165631,Yes,NA,NA,NA,NA,NA,Polyamines,Alkaloids,Aminopyrimidines and derivatives
216664,Yes,NA,NA,NA,NA,NA,Purine alkaloids,Alkaloids,1-hydroxy-2-unsubstituted benzenoids
216851,Yes,NA,NA,NA,NA,NA,Simple amide alkaloids,Alkaloids,Benzoic acids and derivatives
2170012,Yes,NA,NA,NA,NA,NA,Cholane steroids,Amino acids and Peptides,Glycinated bile acids and derivatives
2170746,Yes,TAUROCHOLIC ACID,M+NH4,533.326,0,Bronze,Cholane steroids,Terpenoids,Steroids and steroid derivatives
2170843,Yes,TAUROCHOLIC ACID,M+NH4,533.326,0,Bronze,Cholestane steroids,Terpenoids,"Bile acids, alcohols and derivatives"
2171249,Yes,NA,NA,NA,NA,NA,Cholane steroids,Terpenoids,"Bile acids, alcohols and derivatives"
2171348,Yes,NA,NA,NA,NA,NA,Cholane steroids,Terpenoids,"Monohydroxy bile acids, alcohols and derivatives"
2171617,Yes,TAUROCHOLIC ACID,M+NH4,533.326,0,Bronze,Cholane steroids,Terpenoids,7-oxosteroids
2177101,Yes,NA,NA,NA,NA,NA,Purine nucleos(t)ides,Carbohydrates,Alpha amino acids and derivatives
2178085,Yes,NA,NA,NA,NA,NA,Pyridine alkaloids,Alkaloids,Amino acids and derivatives
2179546,Yes,NA,NA,NA,NA,NA,Ceramides,Fatty acids,Ceramides
2180203,Yes,NA,NA,NA,NA,NA,Linear peptides,Amino acids and Peptides,N-acyl-alpha amino acids and derivatives
2180216,Yes,NA,NA,NA,NA,NA,N-acyl amines,Amino acids and Peptides,Azoles
2180240,Yes,NA,NA,NA,NA,NA,Simple amide alkaloids,Alkaloids,Anisoles
2180430,Yes,"""((4R)-4-((3R,5R,7R,9S,10S,12S,13R,14S,17R)-3,7,12-trihydroxy-10,13-dimethylhexadecahydro-1H-cyclopenta[a]phenanthren-17-yl)pentanoyl)lysine""",M+H,537.39,536.383,Gold,Cholane steroids,Terpenoids,Glycinated bile acids and derivatives
2181614,Yes,NA,NA,NA,NA,NA,Tripeptides,Amino acids and Peptides,Peptides
21837,Yes,NA,NA,NA,NA,NA,NA,NA,NA
21881,Yes,NA,NA,NA,NA,NA,NA,NA,NA
21882,Yes,NA,NA,NA,NA,NA,NA,NA,NA
21892,Yes,NA,NA,NA,NA,NA,NA,NA,NA
21923,Yes,NA,NA,NA,NA,NA,Phenazine alkaloids,Alkaloids,Azoles
21924,Yes,NA,NA,NA,NA,NA,Aminoacids,Amino acids and Peptides,Organonitrogen compounds
2193335,Yes,NA,NA,NA,NA,NA,N-acyl amines,Fatty acids,N-acyl amines
21935,Yes,NA,NA,NA,NA,NA,NA,NA,NA
21938,Yes,NA,NA,NA,NA,NA,Aminoacids,Amino acids and Peptides,Alpha amino acids and derivatives
2196749,Yes,NA,NA,NA,NA,NA,Tripeptides,Amino acids and Peptides,Oligopeptides
2196996,Yes,Spectral Match to Taurocholic acid from NIST14,M+Na,538.281,515.292,Bronze,Cholane steroids,Terpenoids,"Bile acids, alcohols and derivatives"
21978,Yes,NA,NA,NA,NA,NA,Aminoacids,Amino acids and Peptides,Alpha amino acids and derivatives
2199079,Yes,NA,NA,NA,NA,NA,Polyamines,Amino acids and Peptides,N-acyl-alpha amino acids and derivatives
21991,Yes,NA,NA,NA,NA,NA,Aminoacids,Amino acids and Peptides,Organosulfonic acids
2207133,Yes,NA,NA,NA,NA,NA,Carboline alkaloids,Alkaloids,Naphthalenes
2207518,Yes,NA,NA,NA,NA,NA,Antimycins,Polyketides,N-acyl-alpha amino acids and derivatives
22085,Yes,NA,NA,NA,NA,NA,NA,NA,NA
22087,Yes,NA,NA,NA,NA,NA,Aminoacids,Fatty acids,Organothiophosphorus compounds
2210280,Yes,NA,NA,NA,NA,NA,Ceramides,Fatty acids,Long-chain ceramides
2211642,Yes,NA,NA,NA,NA,NA,Polyamines,Alkaloids,Dithiophosphate S-esters
2211964,Yes,NA,NA,NA,NA,NA,Polyprenylated cyclic polyketides (Hop meroterpenoids),Terpenoids,Hydroxysteroids
2211966,Yes,NA,NA,NA,NA,NA,NA,NA,NA
22146,Yes,NA,NA,NA,NA,NA,Phenazine alkaloids,Alkaloids,Arylsulfonic acids and derivatives
2217054,Yes,NA,NA,NA,NA,NA,Tripeptides,Amino acids and Peptides,Peptides
2217056,Yes,NA,NA,NA,NA,NA,Polyamines,Carbohydrates,Alpha amino acids and derivatives
22172,Yes,NA,NA,NA,NA,NA,NA,NA,NA
2218290,Yes,NA,NA,NA,NA,NA,N-acyl amines,Amino acids and Peptides,N-acyl-alpha amino acids and derivatives
2218427,Yes,NA,NA,NA,NA,NA,N-acyl amines,Amino acids and Peptides,N-acyl-alpha amino acids and derivatives
22190,Yes,NA,NA,NA,NA,NA,Pyridine alkaloids,Alkaloids,Sulfonyls
2222777,Yes,NA,NA,NA,NA,NA,Open-chain polyketides,Polyketides,Benzene and substituted derivatives
2226322,Yes,NA,NA,NA,NA,NA,Tripeptides,Amino acids and Peptides,Oligopeptides
2228624,Yes,NA,NA,NA,NA,NA,"Lanostane, Tirucallane and Euphane triterpenoids",Terpenoids,Triterpenoids
2228670,Yes,NA,NA,NA,NA,NA,Open-chain polyketides,Terpenoids,Amino acids and derivatives
2229551,Yes,NA,NA,NA,NA,NA,Tripeptides,Amino acids and Peptides,Dipeptides
2230968,Yes,NA,NA,NA,NA,NA,NA,NA,NA
2230969,Yes,NA,NA,NA,NA,NA,Polyamines,Fatty acids,Dialkyldisulfides
2230971,Yes,NA,NA,NA,NA,NA,NA,NA,NA
2231888,Yes,NA,NA,NA,NA,NA,Glycerophosphocholines,Fatty acids,1-acyl-sn-glycero-3-phosphocholines
2235536,Yes,NA,NA,NA,NA,NA,Monoacylglycerols,Fatty acids,Diterpenoids
2235540,Yes,NA,NA,NA,NA,NA,Diacylglycerols,Fatty acids,Tricarboxylic acids and derivatives
2235848,Yes,NA,NA,NA,NA,NA,Tripeptides,Amino acids and Peptides,Peptides
2236484,Yes,NA,NA,NA,NA,NA,Polyamines,Alkaloids,Thienoimidazolidines
2236488,Yes,NA,NA,NA,NA,NA,Polyamines,Alkaloids,Pyrimidines and pyrimidine derivatives
2236721,Yes,NA,NA,NA,NA,NA,Cephalosporins,Amino acids and Peptides,Benzenesulfonic acids and derivatives
2236825,Yes,NA,NA,NA,NA,NA,Cephalosporins,Amino acids and Peptides,N-acyl-alpha amino acids and derivatives
22371,Yes,NA,NA,NA,NA,NA,NA,NA,NA
2238765,Yes,NA,NA,NA,NA,NA,Wax monoesters,Terpenoids,Alpha amino acid esters
2238766,Yes,NA,NA,NA,NA,NA,Wax monoesters,Fatty acids,Alpha amino acid esters
2255680,Yes,NA,NA,NA,NA,NA,Cyclic peptides,Amino acids and Peptides,Amino acids and derivatives
2255841,Yes,NA,NA,NA,NA,NA,Polyamines,Carbohydrates,Amino acids and derivatives
2257475,Yes,NA,NA,NA,NA,NA,Lipopeptides,Amino acids and Peptides,Depsipeptides
2257512,Yes,NA,NA,NA,NA,NA,Lipopeptides,Amino acids and Peptides,Dipeptides
2257522,Yes,NA,NA,NA,NA,NA,Tripeptides,Amino acids and Peptides,Oligopeptides
2257525,Yes,NA,NA,NA,NA,NA,Lipopeptides,Amino acids and Peptides,N-acyl-alpha amino acids and derivatives
2257559,Yes,NA,NA,NA,NA,NA,Tripeptides,Amino acids and Peptides,Oligopeptides
2257564,Yes,NA,NA,NA,NA,NA,Polyamines,Alkaloids,Alpha amino acid amides
2257577,Yes,NA,NA,NA,NA,NA,Tripeptides,Amino acids and Peptides,Oligopeptides
2257689,Yes,NA,NA,NA,NA,NA,Lipopeptides,Amino acids and Peptides,Alpha amino acids and derivatives
2257693,Yes,NA,NA,NA,NA,NA,Lipopeptides,Amino acids and Peptides,Alpha amino acid esters
2259404,Yes,NA,NA,NA,NA,NA,Oxidized glycerophospholipids,Fatty acids,Phosphatidylcholines
2260291,Yes,NA,NA,NA,NA,NA,Aminoglycosides,Amino acids and Peptides,N-acyl-alpha amino acids and derivatives
2261209,Yes,NA,NA,NA,NA,NA,Ceramides,Fatty acids,Ceramides
22653,Yes,NA,NA,NA,NA,NA,NA,NA,NA
22657,Yes,NA,NA,NA,NA,NA,Simple phenolic acids,Shikimates and Phenylpropanoids,Benzene and substituted derivatives
22660,Yes,NA,NA,NA,NA,NA,Simple phenolic acids,Fatty acids,Benzene and substituted derivatives
226677,Yes,NA,NA,NA,NA,NA,Phenylalanine-derived alkaloids,Alkaloids,Benzene and substituted derivatives
22673,Yes,NA,NA,NA,NA,NA,NA,NA,NA
22685,Yes,NA,NA,NA,NA,NA,NA,NA,NA
22706,Yes,NA,NA,NA,NA,NA,Simple phenolic acids,Shikimates and Phenylpropanoids,Benzene and substituted derivatives
