Feature,Interest_2425,Compound_Name,Adduct,Precursor_MZ,ExactMass,LibraryQualityString,NPC_Class,NPC_Pathway,ClassyFire_Class
15953,Yes,NA,NA,NA,NA,NA,NA,NA,NA
15961,Yes,NA,NA,NA,NA,NA,Aminoacids,Amino acids and Peptides,Alpha amino acids and derivatives
15972,Yes,NA,NA,NA,NA,NA,NA,NA,NA
15981,Yes,NA,NA,NA,NA,NA,Aminoacids,Alkaloids,Azoles
15982,Yes,NA,NA,NA,NA,NA,Aminoacids,Amino acids and Peptides,Cysteine and derivatives
15984,Yes,NA,NA,NA,NA,NA,NA,NA,NA
15987,Yes,NA,NA,NA,NA,NA,Aminoacids,Amino acids and Peptides,Carboxylic acids and derivatives
15988,Yes,NA,NA,NA,NA,NA,pteridine alkaloids,Alkaloids,Triazoles
15992,Yes,NA,NA,NA,NA,NA,NA,NA,NA
15999,Yes,NA,NA,NA,NA,NA,NA,NA,NA
16005,Yes,NA,NA,NA,NA,NA,Aminoacids,Amino acids and Peptides,Alpha amino acids and derivatives
16006,Yes,NA,NA,NA,NA,NA,NA,NA,NA
16014,Yes,NA,NA,NA,NA,NA,NA,NA,NA
16022,Yes,NA,NA,NA,NA,NA,Aminoacids,Alkaloids,Azoles
16053,Yes,NA,NA,NA,NA,NA,NA,NA,NA
16056,Yes,NA,NA,NA,NA,NA,NA,NA,NA
16076,Yes,NA,NA,NA,NA,NA,NA,NA,NA
16126,Yes,NA,NA,NA,NA,NA,Simple phenolic acids,Fatty acids,Organic phosphonic acids
16147,Yes,NA,NA,NA,NA,NA,NA,NA,NA
16150,Yes,NA,NA,NA,NA,NA,NA,NA,NA
16161,Yes,NA,NA,NA,NA,NA,NA,NA,NA
161898,Yes,NA,NA,NA,NA,NA,NA,NA,NA
161950,Yes,NA,NA,NA,NA,NA,NA,NA,NA
1620,Yes,NA,NA,NA,NA,NA,NA,NA,NA
162076,Yes,NA,NA,NA,NA,NA,NA,NA,NA
16251,Yes,NA,NA,NA,NA,NA,NA,NA,NA
162556,Yes,NA,NA,NA,NA,NA,NA,NA,NA
1627,Yes,NA,NA,NA,NA,NA,NA,NA,NA
16296,Yes,NA,NA,NA,NA,NA,NA,NA,NA
16303,Yes,NA,NA,NA,NA,NA,Aminoacids,Amino acids and Peptides,Azacyclic compounds
163103,Yes,NA,NA,NA,NA,NA,NA,NA,NA
1631230,Yes,NA,NA,NA,NA,NA,Simple amide alkaloids,Alkaloids,Amino acids and derivatives
1631333,Yes,Arg-C16:0,M+H,413.349,412.341,Silver,N-acyl amines,Fatty acids,N-acyl-alpha amino acids
1632275,Yes,NA,NA,NA,NA,NA,Amino cyclitols,Carbohydrates,Aminoglycosides
1632358,Yes,Met-C18:1,M+H,414.304,413.296,Silver,N-acyl amines,Fatty acids,N-acyl-alpha amino acids
1632518,Yes,NA,NA,NA,NA,NA,Fatty acyl carnitines,Fatty acids,Fatty Acyls
1632531,Yes,NA,NA,NA,NA,NA,Polyamines,Alkaloids,Amino acids and derivatives
1637565,Yes,NA,NA,NA,NA,NA,Tripeptides,Alkaloids,N-acyl-alpha amino acids and derivatives
1637721,Yes,NA,NA,NA,NA,NA,Spirostane steroids,Terpenoids,Triterpenoids
1640,Yes,NA,NA,NA,NA,NA,NA,NA,NA
164388,Yes,NA,NA,NA,NA,NA,NA,NA,NA
164437,Yes,NA,NA,NA,NA,NA,NA,NA,NA
1644782,Yes,NA,NA,NA,NA,NA,Tripeptides,Amino acids and Peptides,Oligopeptides
1644784,Yes,NA,NA,NA,NA,NA,Pyridine alkaloids,Alkaloids,Alpha amino acids and derivatives
16480,Yes,NA,NA,NA,NA,NA,NA,NA,NA
1649,Yes,NA,NA,NA,NA,NA,NA,NA,NA
164979,Yes,NA,NA,NA,NA,NA,NA,NA,NA
165043,Yes,NA,NA,NA,NA,NA,NA,NA,NA
1651701,Yes,Tyr-C16:1,M+H,418.295,417.288,Silver,Polyamines,Amino acids and Peptides,Alpha amino acid amides
1652,Yes,NA,NA,NA,NA,NA,NA,NA,NA
165368,Yes,NA,NA,NA,NA,NA,Polyamines,Alkaloids,Organic phosphonic acids
1662,Yes,NA,NA,NA,NA,NA,NA,NA,NA
1662858,Yes,NA,NA,NA,NA,NA,Phenazine alkaloids,Alkaloids,Benzenoids
1671026,Yes,NA,NA,NA,NA,NA,Glycerophosphates,Fatty acids,Trialkyl phosphates
1684074,Yes,NA,NA,NA,NA,NA,4-pyrone derivatives,Terpenoids,Chromones
1684107,Yes,NA,NA,NA,NA,NA,Open-chain polyketides,Polyketides,1-benzopyrans
1684312,Yes,NA,NA,NA,NA,NA,Macrotetrolides,Fatty acids,Beta hydroxy acids and derivatives
168496,Yes,NA,NA,NA,NA,NA,Polyamines,Alkaloids,Aralkylamines
1686194,Yes,NA,NA,NA,NA,NA,Simple phenolic acids,Shikimates and Phenylpropanoids,Benzoic acids and derivatives
1686195,Yes,NA,NA,NA,NA,NA,Wax diesters,Terpenoids,Benzene and substituted derivatives
168621,Yes,NA,NA,NA,NA,NA,NA,NA,NA
1686312,Yes,NA,NA,NA,NA,NA,Wax monoesters,Terpenoids,Phenol ethers
1686356,Yes,NA,NA,NA,NA,NA,Pregnane steroids,Terpenoids,Phenol ethers
168648,Yes,NA,NA,NA,NA,NA,Polyamines,Alkaloids,Aralkylamines
1686563,Yes,NA,NA,NA,NA,NA,Lupane triterpenoids,Terpenoids,Triterpenoids
1686583,Yes,NA,NA,NA,NA,NA,Lupane triterpenoids,Terpenoids,Triterpenoids
1686594,Yes,NA,NA,NA,NA,NA,Lupane triterpenoids,Terpenoids,Triterpenoids
1687363,Yes,NA,NA,NA,NA,NA,Sphingoid bases,Fatty acids,Alpha amino acids
1687396,Yes,NA,NA,NA,NA,NA,Monoacylglycerols,Fatty acids,Amino acids and derivatives
1687460,Yes,NA,NA,NA,NA,NA,Glycerophosphoethanolamines,Fatty acids,Glycerophosphoethanolamines
1687592,Yes,NA,NA,NA,NA,NA,Cholane steroids,Terpenoids,Glycinated bile acids and derivatives
1687593,Yes,NA,NA,NA,NA,NA,Cholane steroids,Terpenoids,Glycinated bile acids and derivatives
168796,Yes,NA,NA,NA,NA,NA,Polyamines,Alkaloids,Aralkylamines
1691147,Yes,NA,NA,NA,NA,NA,Oxo fatty acids,Fatty acids,Fatty acid esters
169448,Yes,NA,NA,NA,NA,NA,Pyridine alkaloids,Alkaloids,Pyrimidones
1697499,Yes,Spectral Match to Cholic acid from NIST14,M+NH4,426.321,408.288,Bronze,Cholane steroids,Terpenoids,"Trihydroxy bile acids, alcohols and derivatives"
1697520,Yes,Spectral Match to Cholic acid from NIST14,M+NH4,426.321,408.288,Bronze,Cholane steroids,Terpenoids,Glycinated bile acids and derivatives
1697533,Yes,Cholic Acid,[M+NH4]+,426.321,0,Bronze,Cholane steroids,Terpenoids,Glycinated bile acids and derivatives
1697538,Yes,Spectral Match to Cholic acid from NIST14,M+NH4,426.321,408.288,Bronze,Cholane steroids,Terpenoids,Glycinated bile acids and derivatives
1697542,Yes,Cholic Acid,[M+NH4]+,426.321,0,Bronze,Cholane steroids,Terpenoids,Glycinated bile acids and derivatives
1697551,Yes,Spectral Match to Cholic acid from NIST14,M+NH4,426.321,408.288,Bronze,Cholane steroids,Terpenoids,Glycinated bile acids and derivatives
1697574,Yes,Spectral Match to Cholic acid from NIST14,M+NH4,426.321,408.288,Bronze,Cholane steroids,Terpenoids,Glycinated bile acids and derivatives
1697596,Yes,NA,NA,NA,NA,NA,Pyridine alkaloids,Alkaloids,Steroids and steroid derivatives
1697621,Yes,Cholic Acid,[M+NH4]+,426.321,0,Bronze,Cholane steroids,Terpenoids,Glycinated bile acids and derivatives
1697624,Yes,Spectral Match to Cholic acid from NIST14,M+NH4,426.321,408.288,Bronze,Cholane steroids,Terpenoids,Glycinated bile acids and derivatives
1697625,Yes,NA,NA,NA,NA,NA,Cholane steroids,Terpenoids,Glycinated bile acids and derivatives
1697690,Yes,NA,NA,NA,NA,NA,Cholane steroids,Terpenoids,"Hydroxy bile acids, alcohols and derivatives"
169771,Yes,NA,NA,NA,NA,NA,pteridine alkaloids,Alkaloids,Triazoles
1700380,Yes,NA,NA,NA,NA,NA,Tripeptides,Amino acids and Peptides,N-acyl-alpha amino acids and derivatives
170449,Yes,NA,NA,NA,NA,NA,Aminoacids,Shikimates and Phenylpropanoids,Arylsulfonic acids and derivatives
1708,Yes,NA,NA,NA,NA,NA,NA,NA,NA
1719930,Yes,NA,NA,NA,NA,NA,N-acyl amines,Fatty acids,Alpha amino acids
1722306,Yes,Phe-C18:2,M+H,428.316,427.309,Silver,N-acyl amines,Fatty acids,Phenylalanine and derivatives
1729913,Yes,NA,NA,NA,NA,NA,Tripeptides,Amino acids and Peptides,Oligopeptides
1732422,Yes,NA,NA,NA,NA,NA,Phenazine alkaloids,Alkaloids,Alkylarylthioethers
173715,Yes,NA,NA,NA,NA,NA,NA,NA,NA
173720,Yes,NA,NA,NA,NA,NA,Phenylalanine-derived alkaloids,Alkaloids,Phenylpropanes
173724,Yes,NA,NA,NA,NA,NA,Phenylalanine-derived alkaloids,Alkaloids,Phenylpropanes
173730,Yes,NA,NA,NA,NA,NA,Phenylalanine-derived alkaloids,Shikimates and Phenylpropanoids,Diphenylmethanes
173736,Yes,NA,NA,NA,NA,NA,Phenylalanine-derived alkaloids,Alkaloids,Diphenylmethanes
173745,Yes,NA,NA,NA,NA,NA,Phenylethylamines,Alkaloids,Stilbenes
173750,Yes,NA,NA,NA,NA,NA,Aminoacids,Shikimates and Phenylpropanoids,Aminotoluenes
173785,Yes,NA,NA,NA,NA,NA,Phenylalanine-derived alkaloids,Alkaloids,Amphetamines and derivatives
173793,Yes,NA,NA,NA,NA,NA,Aminoacids,Amino acids and Peptides,Monoalkylamines
173797,Yes,NA,NA,NA,NA,NA,Phenylalanine-derived alkaloids,Alkaloids,Phenylpropanes
1738104,Yes,NA,NA,NA,NA,NA,Tripeptides,Amino acids and Peptides,Oligopeptides
173917,Yes,NA,NA,NA,NA,NA,Aminoacids,Shikimates and Phenylpropanoids,Aminotoluenes
1739219,Yes,NA,NA,NA,NA,NA,Oxo fatty acids,Fatty acids,Lineolic acids and derivatives
1739471,Yes,NA,NA,NA,NA,NA,Tripeptides,Amino acids and Peptides,Dipeptides
1739651,Yes,"""(4R)-4-((3R,5S,7R,8R,9S,10S,13S,14S,16R)-3,7,16-trihydroxy-10,13-dimethylhexadecahydro-1H-cyclopenta[a]phenanthren-17-yl)pentanoic acid""",M+Na,431.277,408.288,Gold,Cholane steroids,Terpenoids,"Hydroxy bile acids, alcohols and derivatives"
173981,Yes,NA,NA,NA,NA,NA,Phenylalanine-derived alkaloids,Alkaloids,Aminotoluenes
1740595,Yes,NA,NA,NA,NA,NA,Tripeptides,Amino acids and Peptides,N-acyl-alpha amino acids and derivatives
1740637,Yes,NA,NA,NA,NA,NA,Tripeptides,Amino acids and Peptides,Oligopeptides
1741012,Yes,NA,NA,NA,NA,NA,Steroidal alkaloids,Alkaloids,Dialkylarylamines
174149,Yes,NA,NA,NA,NA,NA,Polyamines,Alkaloids,Monoalkylamines
1750670,Yes,NA,NA,NA,NA,NA,N-acyl amines,Fatty acids,Alpha amino acids and derivatives
1751909,Yes,NA,NA,NA,NA,NA,Cholane steroids,Terpenoids,"Tetrahydroxy bile acids, alcohols and derivatives"
1751917,Yes,NA,NA,NA,NA,NA,Cholane steroids,Terpenoids,"Hydroxy bile acids, alcohols and derivatives"
1751941,Yes,NA,NA,NA,NA,NA,N-acyl amines,Fatty acids,Peptides
175410,Yes,NA,NA,NA,NA,NA,Pyridine alkaloids,Alkaloids,Aralkylamines
175427,Yes,NA,NA,NA,NA,NA,Pyridine alkaloids,Alkaloids,Pyrimidines and pyrimidine derivatives
175442,Yes,NA,NA,NA,NA,NA,Pyridine alkaloids,Alkaloids,Piperidines
175487,Yes,NA,NA,NA,NA,NA,Pyridine alkaloids,Alkaloids,Piperidines
175501,Yes,NA,NA,NA,NA,NA,Pyridine alkaloids,Alkaloids,Aralkylamines
175502,Yes,NA,NA,NA,NA,NA,NA,NA,NA
175521,Yes,NA,NA,NA,NA,NA,Pyridine alkaloids,Alkaloids,Aminopyrimidines and derivatives
175539,Yes,NA,NA,NA,NA,NA,Imidazole alkaloids,Alkaloids,Aralkylamines
175553,Yes,NA,NA,NA,NA,NA,Imidazole alkaloids,Alkaloids,Aralkylamines
175557,Yes,NA,NA,NA,NA,NA,Polyamines,Alkaloids,Monoalkylamines
175559,Yes,NA,NA,NA,NA,NA,Imidazole alkaloids,Alkaloids,Xylenes
175588,Yes,NA,NA,NA,NA,NA,Imidazole alkaloids,Alkaloids,Aminoimidazoles
1756075,Yes,NA,NA,NA,NA,NA,Spirostane steroids,Terpenoids,Triterpenoids
175608,Yes,NA,NA,NA,NA,NA,Purine alkaloids,Alkaloids,Dialkylarylamines
1756390,Yes,NA,NA,NA,NA,NA,Spirostane steroids,Terpenoids,Triterpenoids
175643,Yes,NA,NA,NA,NA,NA,Imidazole alkaloids,Alkaloids,Benzene and substituted derivatives
175694,Yes,NA,NA,NA,NA,NA,Purine alkaloids,Alkaloids,Aralkylamines
175700,Yes,NA,NA,NA,NA,NA,Imidazole alkaloids,Alkaloids,Aralkylamines
175732,Yes,NA,NA,NA,NA,NA,Pyridine alkaloids,Alkaloids,Pyridines and derivatives
175748,Yes,NA,NA,NA,NA,NA,Pyridine alkaloids,Alkaloids,Aralkylamines
175754,Yes,NA,NA,NA,NA,NA,Quinazoline alkaloids,Alkaloids,Benzimidazoles
1757582,Yes,NA,NA,NA,NA,NA,Dipeptides,Amino acids and Peptides,N-acyl-alpha amino acids
175775,Yes,NA,NA,NA,NA,NA,Pyridine alkaloids,Alkaloids,Heteroaromatic compounds
175785,Yes,NA,NA,NA,NA,NA,Phenylalanine-derived alkaloids,Alkaloids,Benzene and substituted derivatives
175810,Yes,NA,NA,NA,NA,NA,Pyridine alkaloids,Alkaloids,2-pyridylmethylamines
175833,Yes,NA,NA,NA,NA,NA,Pyridine alkaloids,Alkaloids,Azoles
175852,Yes,NA,NA,NA,NA,NA,Imidazole alkaloids,Alkaloids,Aralkylamines
175887,Yes,NA,NA,NA,NA,NA,Pyridine alkaloids,Alkaloids,Benzene and substituted derivatives
175890,Yes,NA,NA,NA,NA,NA,Pyridine alkaloids,Alkaloids,Benzene and substituted derivatives
175892,Yes,NA,NA,NA,NA,NA,Imidazole alkaloids,Alkaloids,Benzene and substituted derivatives
175905,Yes,NA,NA,NA,NA,NA,Imidazole alkaloids,Alkaloids,N-substituted imidazoles
175918,Yes,NA,NA,NA,NA,NA,Pyridine alkaloids,Alkaloids,Aralkylamines
175941,Yes,NA,NA,NA,NA,NA,Pyridine alkaloids,Alkaloids,Aralkylamines
175950,Yes,NA,NA,NA,NA,NA,Pyridine alkaloids,Alkaloids,Aralkylamines
176006,Yes,NA,NA,NA,NA,NA,Pyridine alkaloids,Alkaloids,Pyrimidines and pyrimidine derivatives
176026,Yes,NA,NA,NA,NA,NA,Pyridine alkaloids,Alkaloids,Aralkylamines
176036,Yes,NA,NA,NA,NA,NA,Polyamines,Fatty acids,Sulfoxides
176039,Yes,NA,NA,NA,NA,NA,Pyridine alkaloids,Alkaloids,Methylpyridines
176045,Yes,NA,NA,NA,NA,NA,Imidazole alkaloids,Alkaloids,Benzene and substituted derivatives
176049,Yes,NA,NA,NA,NA,NA,Imidazole alkaloids,Alkaloids,Triazoles
176066,Yes,NA,NA,NA,NA,NA,Imidazole alkaloids,Alkaloids,N-substituted imidazoles
176123,Yes,NA,NA,NA,NA,NA,Imidazole alkaloids,Alkaloids,N-substituted imidazoles
176124,Yes,NA,NA,NA,NA,NA,Imidazole alkaloids,Alkaloids,Benzylamines
176161,Yes,NA,NA,NA,NA,NA,Pyridine alkaloids,Alkaloids,Pyridines and derivatives
176189,Yes,NA,NA,NA,NA,NA,Pyridine alkaloids,Alkaloids,Aralkylamines
176226,Yes,NA,NA,NA,NA,NA,Pyridine alkaloids,Alkaloids,N-arylpiperazines
176304,Yes,NA,NA,NA,NA,NA,Imidazole alkaloids,Alkaloids,Benzene and substituted derivatives
176315,Yes,NA,NA,NA,NA,NA,Polyamines,Fatty acids,Sulfinyl compounds
176338,Yes,NA,NA,NA,NA,NA,NA,NA,NA
1764,Yes,NA,NA,NA,NA,NA,NA,NA,NA
176442,Yes,NA,NA,NA,NA,NA,Pyridine alkaloids,Alkaloids,Methylpyridines
176507,Yes,NA,NA,NA,NA,NA,Pyridine alkaloids,Alkaloids,Aralkylamines
176539,Yes,NA,NA,NA,NA,NA,Fatty alcohols,Fatty acids,Sulfoxides
176627,Yes,NA,NA,NA,NA,NA,Polyamines,Alkaloids,Monoalkylamines
176751,Yes,NA,NA,NA,NA,NA,Polyamines,Alkaloids,Organic phosphoric acids and derivatives
176775,Yes,NA,NA,NA,NA,NA,Imidazole alkaloids,Alkaloids,Aralkylamines
176881,Yes,NA,NA,NA,NA,NA,Pyridine alkaloids,Alkaloids,Aralkylamines
1769037,Yes,NA,NA,NA,NA,NA,Pregnane steroids,Amino acids and Peptides,Steroids and steroid derivatives
177333,Yes,NA,NA,NA,NA,NA,Purine alkaloids,Alkaloids,Piperidines
177426,Yes,NA,NA,NA,NA,NA,Tricyclic guanidine alkaloids,Alkaloids,Triazoles
177428,Yes,NA,NA,NA,NA,NA,Aminoacids,Amino acids and Peptides,Alpha amino acids and derivatives
1774637,Yes,NA,NA,NA,NA,NA,Cyclic peptides,Amino acids and Peptides,Peptides
1774904,Yes,NA,NA,NA,NA,NA,Lupane triterpenoids,Terpenoids,Triterpenoids
1774915,Yes,NA,NA,NA,NA,NA,"Lanostane, Tirucallane and Euphane triterpenoids",Terpenoids,Triterpenoids
1776216,Yes,NA,NA,NA,NA,NA,Glycerophosphoethanolamines,Fatty acids,Amino acids and derivatives
1776225,Yes,NA,NA,NA,NA,NA,Glycerophosphoethanolamines,Fatty acids,Amino acids and derivatives
1776231,Yes,NA,NA,NA,NA,NA,Glycerophosphoethanolamines,Fatty acids,Amino acids and derivatives
1776246,Yes,NA,NA,NA,NA,NA,Cyclic peptides,Amino acids and Peptides,Alpha amino acid amides
1776248,Yes,NA,NA,NA,NA,NA,Glycerophosphoethanolamines,Fatty acids,Amino acids and derivatives
1776269,Yes,NA,NA,NA,NA,NA,Glycerophosphoethanolamines,Fatty acids,Amino acids and derivatives
1776340,Yes,NA,NA,NA,NA,NA,Glycerophosphoethanolamines,Fatty acids,Amino acids and derivatives
1776683,Yes,NA,NA,NA,NA,NA,Glycerophosphoethanolamines,Fatty acids,Glycerophosphoethanolamines
177724,Yes,NA,NA,NA,NA,NA,Aminoacids,Amino acids and Peptides,Alpha amino acids and derivatives
1781560,Yes,NA,NA,NA,NA,NA,Cyclic peptides,Amino acids and Peptides,Peptides
1781568,Yes,NA,NA,NA,NA,NA,Tripeptides,Amino acids and Peptides,Peptides
1781570,Yes,NA,NA,NA,NA,NA,Dipeptides,Amino acids and Peptides,Oligopeptides
1783464,Yes,Soyaspongenol C,M+H,441.373,0,Bronze,Lupane triterpenoids,Terpenoids,Triterpenoids
1783467,Yes,Soyaspongenol C,M+H,441.373,0,Bronze,Oleanane triterpenoids,Terpenoids,Triterpenoids
1783474,Yes,Soyaspongenol C,M+H,441.373,0,Bronze,Cholestane steroids,Terpenoids,Triterpenoids
1783478,Yes,Soyaspongenol C,M+H,441.373,0,Bronze,Oleanane triterpenoids,Terpenoids,Triterpenoids
1783495,Yes,Soyaspongenol C,M+H,441.373,0,Bronze,Ursane and Taraxastane triterpenoids,Terpenoids,Triterpenoids
1786262,Yes,NA,NA,NA,NA,NA,Cyclic peptides,Amino acids and Peptides,Dipeptides
1786812,Yes,NA,NA,NA,NA,NA,N-acyl amines,Fatty acids,N-acyl-alpha amino acids
1787,Yes,NA,NA,NA,NA,NA,NA,NA,NA
1787124,Yes,NA,NA,NA,NA,NA,Polyamines,Amino acids and Peptides,Tyrosine and derivatives
179135,Yes,NA,NA,NA,NA,NA,Camphane monoterpenoids,Alkaloids,Benzene and substituted derivatives
1808875,Yes,NA,NA,NA,NA,NA,Tripeptides,Amino acids and Peptides,Oligopeptides
1808920,Yes,NA,NA,NA,NA,NA,Tripeptides,Amino acids and Peptides,Oligopeptides
1809211,Yes,Tyr-C18:1,M+H,446.326,445.319,Silver,N-acyl amines,Fatty acids,Tyrosine and derivatives
1809261,Yes,Tyr-C18:1,M+H,446.326,445.319,Silver,N-acyl amines,Fatty acids,Tyrosine and derivatives
1810644,Yes,NA,NA,NA,NA,NA,Tripeptides,Amino acids and Peptides,Oligopeptides
1824147,Yes,NA,NA,NA,NA,NA,Tripeptides,Amino acids and Peptides,Oligopeptides
1825159,Yes,NA,NA,NA,NA,NA,Tripeptides,Amino acids and Peptides,Oligopeptides
1826233,Yes,NA,NA,NA,NA,NA,Piperidine alkaloids,Alkaloids,Alpha amino acids and derivatives
1828811,Yes,NA,NA,NA,NA,NA,Cholane steroids,Terpenoids,Glycinated bile acids and derivatives
1828841,Yes,NA,NA,NA,NA,NA,Simple phenolic acids,Terpenoids,Amino acids and derivatives
1828842,Yes,NA,NA,NA,NA,NA,Cholane steroids,Terpenoids,Benzenoids
1828843,Yes,NA,NA,NA,NA,NA,Cholane steroids,Terpenoids,Amino acids and derivatives
1828852,Yes,NA,NA,NA,NA,NA,Simple phenolic acids,Terpenoids,Amino acids and derivatives
1837026,Yes,NA,NA,NA,NA,NA,Glycerophosphocholines,Fatty acids,Glycerophosphocholines
1837030,Yes,NA,NA,NA,NA,NA,Glycerophosphocholines,Fatty acids,Glycerophosphocholines
1839103,Yes,NA,NA,NA,NA,NA,Cyclic peptides,Amino acids and Peptides,Dipeptides
1839527,Yes,NA,NA,NA,NA,NA,Polyamines,Alkaloids,N-aliphatic s-triazines
1840591,Yes,NA,NA,NA,NA,NA,Open-chain polyketides,Alkaloids,Amino acids and derivatives
1843,Yes,NA,NA,NA,NA,NA,Aminoacids,Fatty acids,Monothioacetals
1845649,Yes,NA,NA,NA,NA,NA,Tripeptides,Amino acids and Peptides,Amino acids and derivatives
1845683,Yes,NA,NA,NA,NA,NA,Tripeptides,Amino acids and Peptides,Dipeptides
1845687,Yes,NA,NA,NA,NA,NA,Polyamines,Alkaloids,Heteroaromatic compounds
1845803,Yes,NA,NA,NA,NA,NA,Oleanane triterpenoids,Terpenoids,Triterpenoids
1846253,Yes,NA,NA,NA,NA,NA,Tripeptides,Amino acids and Peptides,Peptides
1846262,Yes,NA,NA,NA,NA,NA,Polyamines,Alkaloids,Alpha amino acid amides
1847853,Yes,NA,NA,NA,NA,NA,"Lanostane, Tirucallane and Euphane triterpenoids",Terpenoids,Triterpenoids
1850510,Yes,NA,NA,NA,NA,NA,Tripeptides,Amino acids and Peptides,Dipeptides
185270,Yes,NA,NA,NA,NA,NA,NA,NA,NA
1858865,Yes,NA,NA,NA,NA,NA,Tripeptides,Amino acids and Peptides,Oligopeptides
1859075,Yes,NA,NA,NA,NA,NA,Tripeptides,Amino acids and Peptides,Oligopeptides
186075,Yes,NA,NA,NA,NA,NA,Jasmonic acids,Fatty acids,Fatty Acyls
1864434,Yes,NA,NA,NA,NA,NA,N-acyl amines,Fatty acids,N-acyl amines
186485,Yes,NA,NA,NA,NA,NA,NA,NA,NA
1865113,Yes,NA,NA,NA,NA,NA,Polyamines,Alkaloids,Benzenoids
1865135,Yes,NA,NA,NA,NA,NA,Quinolizidine alkaloids,Alkaloids,Amino acids and derivatives
1865389,Yes,NA,NA,NA,NA,NA,Purine alkaloids,Alkaloids,Alpha amino acid esters
1868662,Yes,NA,NA,NA,NA,NA,Aminosugars,Carbohydrates,Aminoglycosides
1870252,Yes,NA,NA,NA,NA,NA,Tripeptides,Amino acids and Peptides,Alpha amino acid amides
1872709,Yes,NA,NA,NA,NA,NA,Steroidal alkaloids,Alkaloids,Amino acids and derivatives
1874499,Yes,NA,NA,NA,NA,NA,Cholane steroids,Terpenoids,"Hydroxy bile acids, alcohols and derivatives"
1874502,Yes,NA,NA,NA,NA,NA,Prenyl quinone meroterpenoids,Terpenoids,Diterpenoids
1874514,Yes,NA,NA,NA,NA,NA,Prenyl quinone meroterpenoids,Terpenoids,Benzoic acids and derivatives
1874628,Yes,NA,NA,NA,NA,NA,Cholane steroids,Terpenoids,Hydroxysteroids
1879263,Yes,NA,NA,NA,NA,NA,Purine nucleos(t)ides,Alkaloids,Alpha amino acid esters
1879609,Yes,NA,NA,NA,NA,NA,Cholane steroids,Terpenoids,Glycinated bile acids and derivatives
1879640,Yes,GLYCOCHOLATE - 30.0 eV,M+H,466.316,0,Gold,Cholane steroids,Terpenoids,Glycinated bile acids and derivatives
1879656,Yes,"""((R)-4-((3R,5S,7S,8R,9S,10S,12S,13R,14S,17R)-3,7,12-trihydroxy-10,13-dimethylhexadecahydro-1H-cyclopenta[a]phenanthren-17-yl)pentanoyl)glycine""",M+H,466.316,465.309,Gold,Cholane steroids,Terpenoids,Glycinated bile acids and derivatives
1883235,Yes,NA,NA,NA,NA,NA,Imidazole alkaloids,Alkaloids,N-acyl amines
1883568,Yes,NA,NA,NA,NA,NA,Piperidine alkaloids,Alkaloids,Dialkylarylamines
1886505,Yes,match to acetylated cholic acid,M+H,468.333,0,Bronze,Cholane steroids,Terpenoids,"Dihydroxy bile acids, alcohols and derivatives"
1886510,Yes,match to acetylated cholic acid,M+H,468.333,0,Bronze,Cholane steroids,Terpenoids,Glycinated bile acids and derivatives
188789,Yes,NA,NA,NA,NA,NA,NA,NA,NA
1888263,Yes,NA,NA,NA,NA,NA,Monoacylglycerols,Fatty acids,Diacylglycerols
1888265,Yes,NA,NA,NA,NA,NA,Monoacylglycerols,Fatty acids,1-monoacylglycerols
1888268,Yes,NA,NA,NA,NA,NA,Monoacylglycerols,Fatty acids,Diradylglycerols
1888276,Yes,NA,NA,NA,NA,NA,Polyamines,Alkaloids,Alpha amino acid amides
1888280,Yes,NA,NA,NA,NA,NA,Imidazole alkaloids,Alkaloids,N-aliphatic s-triazines
1888289,Yes,NA,NA,NA,NA,NA,Monoacylglycerols,Fatty acids,"1,2-diacylglycerols"
1888304,Yes,NA,NA,NA,NA,NA,Monoacylglycerols,Fatty acids,Fatty acid esters
189138,Yes,NA,NA,NA,NA,NA,NA,NA,NA
1897306,Yes,NA,NA,NA,NA,NA,Open-chain polyketides,Polyketides,Amino acids and derivatives
1897312,Yes,NA,NA,NA,NA,NA,Tripeptides,Amino acids and Peptides,Peptides
189866,Yes,NA,NA,NA,NA,NA,Polyamines,Amino acids and Peptides,Alpha amino acids and derivatives
1900457,Yes,NA,NA,NA,NA,NA,Monoacylglycerols,Alkaloids,Alpha amino acids and derivatives
190677,Yes,NA,NA,NA,NA,NA,NA,NA,NA
19137,Yes,NA,NA,NA,NA,NA,NA,NA,NA
19138,Yes,NA,NA,NA,NA,NA,NA,NA,NA
19153,Yes,NA,NA,NA,NA,NA,NA,NA,NA
1916489,Yes,NA,NA,NA,NA,NA,Tripeptides,Amino acids and Peptides,Oligopeptides
1917061,Yes,NA,NA,NA,NA,NA,N-acyl amines,Alkaloids,Biotin and derivatives
1917063,Yes,NA,NA,NA,NA,NA,Polyamines,Alkaloids,Aminopyrimidines and derivatives
1918803,Yes,NA,NA,NA,NA,NA,Tripeptides,Amino acids and Peptides,Oligopeptides
1919133,Yes,NA,NA,NA,NA,NA,Tripeptides,Amino acids and Peptides,Oligopeptides
1919251,Yes,NA,NA,NA,NA,NA,Purine alkaloids,Alkaloids,Nitroaromatic compounds
1925001,Yes,NA,NA,NA,NA,NA,Tetracyclic diterpenoids,Terpenoids,Amino acids and derivatives
19266,Yes,NA,NA,NA,NA,NA,NA,NA,NA
